"Product","Country","Ingredients","Price","Rev_score","Rev_count","Size","Brand"
"Milani Contour Highlight Cream & Liquid Duo, Light/Natural","","Contour: Ethylhexyl Palmitate, Polyethylene, Bis-Diglyceryl Polyacyladipate-2, Methyl Methacrylate Crosspolymer, Phenyl Trimethicone, Diisostearyl Malate, Nylon-12, Ozokerite, Silica, Disteardimonium Hectorite, Caprylyl Glycol, Propylene Carbonate, Tocopheryl Acetate, Zinc PCA, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, - May Contain: Iron Oxides, Contour +, Titanium Dioxide (CI 77891), Highlight: Water (Aqua), Glycerin, Glyceryl Stearate, Octyldodecanol, Hydrogenated Polyisobutene, Trilaureth-4 Phosphate, Propylene Glycol, C12-15 Alkyl Benzoate, Phenoxyethanol, Cetyl Alcohol, Carbomer, Avocado Oil, Ceteareth-12, Ceteareth-20, Triethanolamine, Tin Oxide, BHT, Mica (CI 77019), - May Contain: Titanium Dioxide, Highlight +, Iron Oxides (CI 77491, CI 77499)",10.99,NA,495,0.14,"Milani"
"Revlon ColorStay Liquid Makeup for Combination/Oily Skin 1 fl oz, Espresso","","",13.99,NA,495,1,"Revlon"
"e.l.f. Flawless Finish Foundation Vanilla","China","Water (Aqua), Dimethicone, Isododecane, Cyclopentasiloxane, Glycerin, Cyclohexasiloxane, Propylene Glycol, Cetyl PEG/PPG-10/1 Dimethicone, C12-15 Alkyl Benzoate, Tridecyl Trimellitate, Sorbitan Sesquioleate, Dimethicone/Vinyl Dimethicone Crosspolymer, Boron Nitride, Polymethyl Methacrylate, Magnesium Stearate, Magnesium Palmitate, Magnesium Sulfate, Phenoxyethanol, Disteardimonium Hectorite, PEG/PPG- 15/15 Dimethicone, Silica Dimethyl Silylate, Ethylhexylglycerin, Caprylyl Glycol, Triethoxycaprylylsilane, Fragrance (Parfum), Silica, MAY CONTAIN: Red Iron Oxide (CI 77491), Yellow Iron Oxide (CI 77492), Black Iron Oxide (CI 77499), Titanium Dioxide (CI 77891)",NA,NA,495,0.68,"e.l.f."
"NYX Professional Makeup Total Control Drop Foundation, Vanilla","CANADA","Cyclopentasiloxane, Water/Aqua/Eau, Glycerin, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Propylene Glycol, PEG-10 Dimethicone, Isododecane, Dimethicone, Phenyl Trimethicone, Polymethyl Methacrylate, Triethoxycaprylylsilane, Trimethylsiloxysilicate, Propylene Carbonate, Disteardimonium Hectorite, Ethylhexylglycerin, Phenoxyethanol, May Contain: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499)",NA,NA,495,0.43,"NYX"
"Physicians Formula Bronze Booster Glow-Boosting Airbrushing Bronzing Veil Deluxe Edition, Light to Medium","USA","Synthetic Fluorphlogopite, Hdi/Trimethylol Hexyllactone Crosspolymer, Cetearyl Ethylhexanoate, Glycerin, Squalane, Dicalcium Phosphate, Octyldodecyl Stearoyl Stearate, Caprylyl Glycol, Ethylhexylglycerin, Polysorbate 80, 1,2-Hexanediol, Ptfe, Dimethicone, Silica, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Chondrus Crispus, Xanthan Gum, Zinc Stearate, Lauroyl Lysine, Cimicifuga Racemosa Root Extract, Ascorbyl Palmitate, Inositol, Tocopherol. May Contain: Iron Oxides, Mica, Titanium Dioxide",NA,NA,495,0.42,"Physicians"
"Milani Conceal + Perfect All-In-One Concealer Kit, Light to Medium","United States","",NA,NA,495,0.42,"Milani"
"Physicians Formula The Healthy Powder SPF 16","United States","TItanium Dioxide - 6.0 % (Sunscreen), Zinc Oxide - 4.2 % (Sunscreen)",NA,NA,495,1,"Physicians"
"IMAN Second to None Semi-Loose Powder, Clay Medium","China","Talc, Mica, Zea Mays(Corn) Starch, Cetyl Dimethicone, Silica, Nylon-12, Sodium Potassium Aluminum Silicate, Magnesium Stearate, Ethylhexyl Palmitate, Phenoxyethanol, Caprylyl Glycol, Saccharomyces/Zinc Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Magnesium Ferment, Saccharomyces/Lron Ferment, Saccharomyces/Silicon Ferment, May Contain: Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, 77492, 77499), Yellow 5 Lake (Ci 19140)",17.49,NA,495,0.21,"IMAN"
"Walgreens Beauty Eyebrow Shapers","","",6.29,NA,495,1,"Walgreens"
"NYX Professional Makeup Can't Stop Won't Stop Concealer, Pale","China","Water/Aqua/Eau, Cyclopentasiloxane, Methyl Methacrylate Crosspolymer, Cyclohexasiloxane, Butylene Glycol, PEG-10 Dimethicone, Trimethylsiloxysilicate, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Silica Dimethyl Silylate [Nano], Sodium Chloride, Triethoxycaprylylsilane, Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Aluminum Hydroxide, Disodium EDTA, Propylene Carbonate, Disteardimonium Hectorite, Ethylhexylglycerin, Cetyl PEG/PPG-10/1 Dimethicone, Tocopherol, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Titanium Dioxide (CI 77891)., Phenoxyethanol, MAY CONTAIN / PEUT CONTENIR (+/-): Iron Oxides (CI 77491, CI 77492, CI 77499)",NA,NA,495,0.11,"NYX"
"NYX Professional Makeup Can't Stop Won't Stop Concealer, Natural","China","Water/Aqua/Eau, Cyclopentasiloxane, Methyl Methacrylate Crosspolymer, Cyclohexasiloxane, Butylene Glycol, PEG-10 Dimethicone, Trimethylsiloxysilicate, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Silica Dimethyl Silylate [Nano], Sodium Chloride, Triethoxycaprylylsilane, Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Aluminum Hydroxide, Disodium EDTA, Propylene Carbonate, Disteardimonium Hectorite, Ethylhexylglycerin, Cetyl PEG/PPG-10/1 Dimethicone, Tocopherol, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Titanium Dioxide (CI 77891)., Phenoxyethanol, MAY CONTAIN / PEUT CONTENIR (+/-): Iron Oxides (CI 77491, CI 77492, CI 77499)",NA,NA,495,0.11,"NYX"
"Maybelline Face Studio Master Strobing Stick Highlighter, Light/Iridescent","","Ethylhexyl Palmitate, Methyl Methacrylate Crosspolymer, Hydrogenated Polyisobutene, Polyethylene, Phenyl Trimethicone, Diisostearyl Malate, Nylon-12, Synthetic Fluorphlogopite, Ozokerite, Polyvinyl Laurate, Disteardimonium Hectorite, Butyrospermum Parkii Butter (Shea Butter), Caprylyl Glycol, Propylene Carbonate, Silica, Alumina, Tin Oxide, Vinyl Dimethicone (Methicone), Silsesquioxane Crosspolymer, Calcium Sodium Borosilicate, Calcium Aluminum Borosilicate, Magnesium Silicate, May Contain +, -: Mica, CI 77891 (Titanium Dioxide), CI 77491. CI 77492, CI 77499 (Iron Oxides), CI 75470 (Carmine), CI 77077 (Ultramarines), CI 15850 (Red 7), CI 19140 (Yellow 5), CI 45410 (Red 28 Lake), CI 77163 (Bismuth Oxychloride), CI 77288 (Chromium Oxide Greens), CI 77742 (Manganese Violet), CI 77400 (Bronze Powder), CI 77400 (Copper Powder), CI 77000 (Aluminum Powder), CI 15985 (Yellow 6 Lake), CI 16035 (Red 40 Lake), CI 19140 (Yellow 5 Lake), CI 42090 (Blue 1 Lake), CI 77510 (Ferric Ferrocyanide)",8.99,NA,495,0.24,"Maybelline"
"Bonne Bell Lip Smacker Tsum Tsum Lip Balm Strawberry Lollipop Minnie","CHINA","Ricinus Communis (Castor) Seed Oil, Cetyl Acetate, Beeswax, Euphorbia Cerifera (Candelilla) Wax, Flavor, Polybutene, Paraffin, Sesamum Indicum (Sesame) Seed Oil, Copernica Cerifera (Carnauba) Wax, Hydrogenated Soybean Oil, Mineral Oil, Acetylated Lanolin Alcohol, Microcrystalline Wax, Triticum Vulgare (Wheat) Germ Oil, Stearic Acid, Stevia Rebaudiana Leaf/Stem Extract, Propylene Glycol, Propyl Gallate, Sucralose, Citric Acid, Phenoxyethanol, Tocopherol, May Contain: Blue 1 Lake, Red 6 Lake, Red 7 Lake, Red 28 Lake, Titanium Dioxide, Yellow 5 Lake",4.99,NA,495,1,"Bonne"
"Milani Prep & Soothe Face Oil Camellia","United States","Vitis Vinifera (Grape) Seed Oil, Camellia Oleifera Seed Oil, Moringa Oleifera Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Prunus Armeniaca (Apricot) Kernel Oil, Carapa Guaianensis Seed Oil, Crambe Abyssinica Seed Oil, Fragrance (Parfum), Rosmarinus Officinalis (Rosemary) Leaf Extract, Limonene, Linalool, Citronellol, Geraniol, Tocopherol, BHT",NA,NA,495,1,"Milani"
"Sleek MakeUP Vitality Foundation, VF01","China","",9.99,NA,495,1,"Sleek"
"Japonesque Makeup Setting Spray","US","Water/Aqua/Eau, Nitrogen, Alcohol Denatured, PVP, Poloxamer 407, Dimethicone PEG-7 Phosphate, PPG-3 Benzyl Ether Myristate, Glycereth-5 Lactate, Caprylyl Glycol, Phenoxyethanol, Potassium Sorbate, Hexylene Glycol, Aloe Barbadensis Leaf Juice, Fragrance/Parfum",29,NA,495,3,"Japonesque"
"Vichy Dermafinish Corrective High Coverage Concealer Stick for 14 Hour Wear, Opal 15","","Paraffinum Liquidum (Mineral Oil), Talc, Cera Alba (Beeswax), Kaolin, Isopropyl Palmitate, Stearyl Stearate, Magnesium Carbonate, Copernicia Cerifera (Carnauba) Wax, Cera Microcristallina (Microcrystalline Wax), Allantoin, Lauroyl Lysine, May Contain (+/-):, Titanium Dioxide, Iron Oxides, Barium Sulfate",28,NA,495,0.4,"Vichy"
"Neutrogena Shine Control Liquid Makeup SPF 20, Natural Ivory","","Titanium Dioxide 3.2%",14.99,NA,495,1,"Neutrogena"
"L'Oreal Paris Infallible Total Cover Foundation, Classic Tan","","Aqua/Water/Eau, Dimethicone, Glycerin, Hydroxyethyl Acrylate/Sodium Acryloyl, Dimethyl Taurate Copolymer, Dimethicone Crosspolymer, Synthetic Fluorphlogopite, Phenoxyethanol, Disodium Stearoyl Glutamate, Triethanolamine, Salicylic Acid, Aluminum Hydroxide, Sorbitan Isostearate, Polysorbate 60, [+/- May Contain: CI 77891/Titanium Dioxide, CI 77491, CI 77492, CI 77499/Iron Oxides]",12.99,NA,495,1,"L'Oreal"
"Revlon PhotoReady Insta-Sculpt","United States","Talc, Mica, Dimethicone, Boron Nitride, Nylon-12, Zinc Stearate, Polyethylene, Methyl Methacrylate Crosspolymer, C12-15 Alkyl Benzoate, Dimethiconol, Octyldodecyl Stearoyl Stearate, Adipic Acid/Neopentyl Glycol Crosspolymer, Hydrogenated Lecithin, Lecithin, PEG-4 Diheptanoate, Silica, Triethoxycaprylylsilane, Sorbic Acid, May Contain: Iron Oxides, Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Titanium Dioxide (CI 77891), Yellow 5 Lake (CI 19140)",14.99,NA,495,1,"Revlon"
"Milani Conceal + Perfect 2-In-1 Foundation + Concealer Golden Tan","","Water (Aqua), Cyclopentasiloxane, Isononyl Isononanoate, Cetyl Peg/Ppg-10/1 Dimethicone, Butylene Glycol, Glycerin, Mica (Ci 77019), Bis-Peg/Ppg-14/14 Dimethicone, Vp/Eicosene Copolymer, Bis-Vinyl Dimethicone/Dimethicone Copolymer, Ozokerite, Polymethylsilsesquioxane, Disteardimonium Hectorite, Sodium Chloride, Phenoxyethanol, Beeswax (Cera Alba), Glycereth-18 Ethylhexanoate, Silica, Potassium Sorbate, 1,2-Hexanediol, Caprylyl Glycol, Xanthan Gum, Isododecane, Propylene Carbonate, Prunus Domestica Fruit Extract, Glycereth-18, Triethoxycaprylylsilane, Aluminum Dimyristate, Allantoin, C30-45 Alkyl Cetearyl Dimethicone Crosspolymer, Polyisobutene, C18-21 Alkane. +/- May Contain: Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499)",NA,NA,495,1,"Milani"
"Sleek MakeUP Hydrating Primer","China","",10.99,NA,495,0.67,"Sleek"
"Sleek MakeUP Highlighting Elixir Illuminating Drops, She Got It Glow (Pink)","","HydrogenatedPolyisobutene, Mica, HydrogenatedStyrene/IsopreneCopolymer, Synthetic Wax, SimmondsiaChinensis (Jojoba)Seed Oil, TocopherylAcetate, IsopropylTitanium Triisostearate, Tris-BHT Mesitylene, CI 77891 (TitaniumDioxide), CI 77491(Iron Oxides), CI 75470 (Carmine), CI 15850 (Red 6), CI 19140 (Yellow 5).",9,NA,495,0.2,"Sleek"
"Almay Truly Lasting Color 16 Hour Makeup, SPF 15, Warm","USA","Titanium Dioxide (3.3%), Zinc Oxide (2.3%)\",12.79,NA,495,1,"Almay"
"CoverGirl Smoothers Liquid Foundation, Soft Honey 755","USA","Water, Cyclopentasiloxane, Talc, Sodium Chloride, PEG/PPG 18/18 Dimethicone, Arachadyl Behenate, Sodium Dehydroacetate, Phenoxyethanol, Stearic Acid, Ethylene Brassylate, Trihydroxystearin, Trisodium EDTA, Silica, Dimethicone, Synthetic Wax, Propylparaben, Barium Sulfate (CI 77120), Methicone, Aluminum Hydroxide, Laureth 7, Titanium Dioxide, Iron Oxides, Mica",8.79,NA,495,1,"CoverGirl"
"IsaDora Color Correcting Concealer, Neutral","","Caprylyl Methicone, Isononyl Isononanoate, Pentaerythrityl Tetraisostearate, Neopentyl Glycol Diheptanoate, Mica, Polyethylene, Talc, Boron Nitride, Hydrogenated Polyisobutene, Lauryl Methacrylate/Glycol Dimethacrylate Crosspolymer, Cera Microcristallina/Microcrystalline Wax, Aluminum Starch Octenylsuccinate, HDI/Trimethylol Hexyllactone Crosspolymer, Bis-Diglyceryl Polyacyladipate-2, Soybean Glycerides, Polyhydroxystearic Acid, Ethylene/Methacrylate Copolymer, Butyrospermum Parkii Butter Unsaponifiables (Shea), Phytosteryl Canola Glycerides, Isopropyl Titanium Triisostearate, Octyldodecanol, Irvingia Gabonensis Kernel Butter, Silica, Hydrogenated Coco-Glycerides, Pentaerythrityl Tetra-DI-T-Butyl Hydroxyhydrocinnamate, Ascorbyl Palmitate, Citric Acid",NA,NA,495,0.14,"IsaDora"
"Physicians Formula Bronze Booster Glow-Boosting Baked Bronzer, Medium to Dark","Italy","Mica, Talc, Synthetic Fluorphlogopite, Dimethicone, Nnylon-12, Ceteareth Ethylhexanoate, Polysorbate 20, Calcium Aluminum Borosilicate, Silica, Inositol, Maltodextrin, Mucuna Pruriens Seed Extract, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Lauroyl Lysine, Isohexadecane, Magnesium Aluminum Silicate, Octyldodecyl Stearoyl Stearate, Polysorbate 80. Simmondsia Chinensis (Jojoba) Seed Oil, Sorbitan Oleate, Sorbitan Stearate, Tin Oxide, Tocopheryl Acetate, Caprylyl Glycol, Hexylene Glycol, Phenoxyethanol, Sodium Dehydroacetate. May Contain: Iron Oxides, Titanium Dioxide",NA,NA,495,0.24,"Physicians"
"NYX Professional Makeup Mineral Finishing Powder, Med/Drk","China","Silica, Talc, Dimethicone, Methylparaben, Propylparaben, May Contain: Iron Oxide Black (CI 77499), Iron Oxide Red (CI 77491), Iron Oxide Yellow (CI 77492)",NA,NA,495,0.28,"NYX"
"Walgreens Compact Grooming Kit 6 Piece","United States","",8.79,NA,495,1,"Walgreens"
"Physicians Formula Mineral Glow Pearls Highlighter","United States","MICA, DIISOSTEARYL MALATE, CALCIUM TITANIUM BOROSILICATE, SILICA, SYNTHETIC WAX, ETHYLHEXYL PALMITATE, MAGNESIUM STEARATE, POLYBUTENE, PHENOXYETHANOL, LAUROYL LYSINE, CAPRYLYL GLYCOL, HYDROGEN DIMETHICONE, ETHYLHEXYLGLYCERIN, METHICONE, TIN OXIDE, BUTYROSPERMUM PARKII (SHEA) BUTTER, RETINYL PALMITATE, TOCOPHERYL ACETATE, WATER/EAU, GLYCERIN, HYDROLYZED PEARL, SEA SALT, MANGANESE VIOLET (CI 77742), TITANIUM DIOXIDE (CI 77891).",NA,NA,495,0.28,"Physicians"
"Rimmel Insta Strobing Highlighter, Gold Glow","Monaco","Aqua/Water/Eau, Glycerin, Synthetic Fluorphlogopite, Triethanolamine, Alumina, Benzyl Salicylate, Caprylyl Glycol, Carbomer, Disodium Edta, Hexyl Cinnamal, Mica, Polysorbate 20, Tin Oxide, Phenoxyethanol, Parfum/Fragrance, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491)",7.99,NA,495,1,"Rimmel"
"Maybelline Facestudio Master Fix Wear-Boosting Setting Spray Translucent","","Water, Alcohol Denat., PVP, Dimethicone PEG-7 Phosphate, Phenoxyethanol, Polyhydroxystearic Acid, PPG-3 Benzyl Ether Myristate, Isononyl Isonanoate, Ethylhexyl Isononanoate, Poloxamer 407, Sodium Cocamidopropyl PG-Dimonium Chloride Phosphate, Sodium Benzoate, Potassium Sorbate, Phenylpropanol, Caprylyl Glycol, Propanediol, Aloe Barbadensis Leaf Juice, Tocopherol, Fragrance",12.99,NA,495,3.4,"Maybelline"
"Milani Color Harmony Blush Palette, Bronze Burst","","Talc, Mica (CI 77019), Dimethicone, Isostearyl Neopentanoate, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Polybutene, Caprylyl Glycol, Phenoxyethanol, Isopropyl Isostearate, Hexylene Glycol, Tocopherol, Lecithin, Ascorbyl Palmitate, Glyceryl Stearate, Glyceryl Oleate, Citric Acid, Tin Oxide -/+ May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 7 Lake (CI 15850), Yellow 5 Lake (CI 19140), Ultramarines (CI 77007)",NA,NA,495,0.3,"Milani"
"L'Oreal Paris Infallible Pro Glow Pressed Powder, 23 Nude Beige","","",12.99,NA,495,0.31,"L'Oreal"
"NYX Professional Makeup Can't Stop Won't Stop Matte Primer","China","Water/Aqua/Eau, Argilla/Magnesium Aluminum Silicate, Lithium Magnesium Sodium Silicate, Propylene Glycol, Ethylhexylglycerin, Butylene Glycol, Phenoxyethanol",NA,NA,495,0.84,"NYX"
"L'Oreal Paris True Match Liquid Glow Illuminator, Rose N 201","","Water, Dimethicone, Glycerin, Alcohol Denat, Synthetic Fluorphlogopite, Dimethicone/Polyglycerin-3 Crosspolymer, Acrylamide/Sodium Acryloyldimethytaurate Copolymer, Phenoxyethanol, Isohexadecane, Caprylyl Glycol, Polysorbate 80, Dipropylene Glycol, Tin Oxide, Mica, Titanium Dioxide, Iron Oxides",12.99,NA,495,0.67,"L'Oreal"
"theBalm Mary-Lou Manizer Highlighter","USA","Mica, Isoeicosane, Boron Nitride, Polyethylene, Polyisobutene, PTFE, Silica, Synthetic Wax, Dimethicone, Titanium Dioxide (CI 77891), Iron Oxide (CI 77491)",24,NA,495,0.3,"theBalm"
"Physicians Formula #InstaReady Face Primer SPF 18","United States","",12.95,NA,495,1,"Physicians"
"Neutrogena Mineral Powder, Honey 85","United States","",14.49,NA,495,0.38,"Neutrogena"
"Rimmel BB Cream Original Relaunch, Light 001","Monaco","Aqua/Water/Eau, CyclopentaSiloxane, Isononyl Isononanoate, Ethylhexyl Methoxycinnamate, Cetyl PEG/PPG-10/1 Dimethicone, Butylene Glycol, Glycerin, Magnesium Sulfate, Alpha-Isomethyl Ionone, Benzyl Salicylate, BHT, BIS-PEG/PPG-14/14 Dimethicone, Butylphenyl Methylpropional, Citronellol, Dimethicone Crosspolymer, Disodium EDTA, Disteardimonium Hectorite, Geraniol, Hexyl Cinnamal, Laureth-7, Lecithin, Limonene, Linalool, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Propylene Carbonate, Silica Dimethyl Silylate, Triethoxycaprylylsilane, Xanthan Gum, Chlorphenesin, Phenoxyethanol, Parfum/Fragrance, Titanium Dioxide, Iron Oxides",6.49,NA,495,1.01,"Rimmel"
"NYX Professional Makeup Total Control Drop Foundation, Pale","Canada","Cyclopentasiloxane, Water/Aqua/Eau, Glycerin, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Propylene Glycol, PEG-10 Dimethicone, Isododecane, Dimethicone, Phenyl Trimethicone, Polymethyl Methacrylate, Triethoxycaprylylsilane, Trimethylsiloxysilicate, Propylene Carbonate, Disteardimonium Hectorite, Ethylhexylglycerin, Phenoxyethanol, May Contain:, Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499)",13.99,NA,495,0.43,"NYX"
"Revlon PhotoReady Insta-Fix Makeup, Vanilla","USA","Titanium Dioxide 4.7%, Zinc Oxide 2.1%",14.49,NA,495,0.24,"Revlon"
"IMAN Second to None Stick Foundation, Earth 7","USA","Cyclopentasiloxane, Polymethyl Methacrylate, Trimethylsiloxysilicate, Polyethylene, Isopropyl Myristate, Dimethicone, Cyclohexasiloxane, Silica, Jojoba Esters, Tocopherol, Tocopheryl Acetate, Retinyl Palmitate, Magnesium Ascorbyl Phosphate, Saccharomyces/Zinc Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Magnesium Ferment, Saccharomyces/Lron Ferment, Saccharomyces/Silicon Ferment, Polybutene, Phenoxyethanol, Caprylyl Glycol, Saccharum Officinarum (Sugar Cane) Extract, Vaccinium Myrtillus Fruit/Leaf Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Acer Saccharum (Sugar Maple) Extract, Citrus Limon (Lemon) Fruit Extract, Glycine Soja (Soybean) Oil, Camellia Sinensis Leaf Extract, Aloe Barbadensis Leaf Extract, Cocos Nucifera (Coconut) Oil, Mineral Oil. May Contain: Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891)",16.99,NA,495,0.28,"IMAN"
"CoverGirl Queen Collection Oil-Free Natural Hue Liquid Makeup, Amber Glow Q705","USA","Water, Cyclopentasiloxane, Glycerin, Talc, Sodium Chloride, PEG/PPG 18/18 Dimethicone, Arachidyl Behenate, Sodium Dehydroacetate, Phenoxyethanol, Stearic Acid, Ethylene Brassylate, Trihydroxystearin, Trisodium EDTA, Silica, Propylparaben, Dimethicone, Synthetic Wax, Laureth 7, Barium Sulfate (CI 77120), Aluminum Hydroxide, Methicone, Titanium Dioxide, Iron Oxides, Mica",8.29,NA,495,1,"CoverGirl"
"IsaDora Face Glow Highlighting Wheel Champagne Glow","","Talc, Mica, Isopropyl Lanolate, Cetyl Acetate, Cyclohexasiloxane, Nylon-12, Lauroyl Lysine, Aluminum Starch Octenylsuccinate, Zinc Stearate, Octyldodecyl Stearoyl Stearate, Paraffinum Liquidum/Mineral Oil, Diisostearyl Malate, Acetylated Lanolin Alcohol, Polyisobutene, Undecylenoyl Glycine, Sodium Dehydroacetate, Capryloyl Glycine, Ozokerite, Dimethicone, Hydrogenated Polydecene, Hydrogenated Styrene/Isoprene Copolymer, Tocopherol, Synthetic Fluorphlogopite, Tin Oxide [+/- Ci77891/Titanium Dioxide, Ci77491/Iron Oxides, Ci77492/Iron Oxides, Ci77499/Iron Oxides, Ci75470/Carmine]",25,NA,495,0.63,"IsaDora"
"CoverGirl TruBlend Matte Made Liquid Makeup, T20 Soft Honey","United States","Aqua/Water/Eau, Cyclopentasiloxane, Talc, Propylene Glycol, Dimethicone, PEG/PPG-18/18 Dimethicone, Aluminum Starch Octenylsuccinate, Sodium Chloride, PVP, Phenoxyethanol, Trihydroxystearin, Methicone, Arachidyl Behenate, 1,2-Hexanediol, Caprylyl Glycol, Titanium Dioxide [Nano], Sodium Benzoate, Silica, Acrylonitrile/Methyl Methacrylate/Vinylidene Chloride Copolymer, Synthetic Wax, Polyglyceryl-4 Isostearate, Cetyl PEG/PPG-10/1 Dimethicone, Hexyl Laurate, Ethylene Brassylate, Behenic Acid, Polyethylene, Aluminum Hydroxide, Stearic Acid, Isopropyl Titanium Triisostearate, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491 CI 77492 CI 77499)",NA,NA,495,1,"CoverGirl"
"Black Radiance Complexion Perfection Shine Control Primer","China","Water/Eau, Cyclopentasiloxane, Dimethicone, Kaolin, Phenyl Trimethicone, Propylene Glycol, Tribehenin, Caprylic/Capric Triglyceride, Cetyl Dimethicone, Glyceryl Stearate, Cyclohexasiloxane, Cetearyl Alcohol, Isododecane, Silica, Peg-100 Stearate, Palmitic Acid, Triethanolamine, Stearic Acid, Aluminum Starch Octenylsuccinate, Phenoxyethanol, Acrylates Copolymer, Caprylyl Glycol, Trisodium Edta, Cellulose Gum, Ethylhexylglycerin, Hexylene Glycol, Magnesium Aluminum Silicate, Dimethicone Crosspolymer-3, Zinc Oxide/Ci 77947, Titanium Dioxide/Ci 77891, Iron Oxides/Ci 77491",6.29,NA,495,0.84,"Black"
"No7 Stay Perfect Foundation, Wheat","United Kingdom","Aqua (Water), Caprylyl Methicone, Cyclopentasiloxane, Ethylhexyl Methoxycinnamate, PEG-9 Dimethicone, Boron Nitride, Talc, Mica, Titanium Dioxide (Nano), Butylene Glycol, Bis-Isobutyl PEG/PPG-10/7 Dimethicone Copolymer, Disteardimonium Hectorite, Trimethylsiloxysilicate, Magnesium Sulfate, Phenoxyethanol, Polypropylsilsesquioxane, Propylene Carbonate, Panthenol, MethylParaben, Tocopheryl Acetate, Aluminum Hydroxide, Stearic ACid, Ethylparaben, Triethoxycaprylylsilane, PEG/PPG Dimethylallylether, Sodium Hyaluronate, Tetrasodium EDTA, Isopropyl Palmitate, 1 Lecithin, Tocopherol, BHT, May Contain:, CI 77891 (Titanium Dioxide), CI 77492 (Iron Oxides), CI 77491 (Iron Oxides), CI 77499 (Iron Oxides)",15.99,NA,495,1,"No7"
"e.l.f. Corrective Concealer, Erase and Conceal","China","Ethylhexyl Palmitate, Talc, Synthetic Wax, Octyldodecanol, Microcrystalline Wax (Cera Microcristallina), Pentaerythrityl Tetrabehenate, Euphorbia Cerifera (Candelilla) Wax, Sorbitan Olivate, Propylparaben",NA,NA,495,0.19,"e.l.f."
"No7 Stay Perfect Blemish Cover, Deep","United Kingdom","Chalk, PPG 2 Myristyl Ether Propionate, Cetearyl Ethylhexanoate, Zinc Oxide, Paraffin, Cera Microcristallina (Microcrystalline Wax), Isopropyl Myristate, Synthetic Wax, Copernicia Cerifera (Carnauba) Wax, Euphorbia Cerifera (Candelilla) Wax, Tocopheryl Acetate, Rosa Moschata Seed Oil, Butylene Glycol, Water, Polyethylene, Allantoin, BHT, Spiraea Ulmaria Extract, Ascorbyl Palmitate, May Contain: Titanium Dioxide & Iron Oxides",NA,NA,495,1.69,"No7"
"Milani Prime Correct Face Primer, Medium/Dark","United States","",NA,NA,495,1,"Milani"
"Neutrogena Nourishing Longwear Makeup, SPF 20 Honey","","Titanium Dioxide 6.6%",15.49,NA,495,1,"Neutrogena"
